Date,Control Point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total
18-05-2023,Airport,Arrival,20020,9009,11145,40174
18-05-2023,Airport,Departure,24808,6019,8685,39512
19-05-2023,Airport,Arrival,21698,8387,12150,42235
19-05-2023,Airport,Departure,28430,6688,9718,44836
20-05-2023,Airport,Arrival,23600,7296,10067,40963
20-05-2023,Airport,Departure,26532,5926,10577,43035
21-05-2023,Airport,Arrival,27798,7099,9639,44536
21-05-2023,Airport,Departure,24859,7398,12970,45227
22-05-2023,Airport,Arrival,24635,7632,9118,41385
22-05-2023,Airport,Departure,23587,6100,10906,40593
23-05-2023,Airport,Arrival,22481,6927,9121,38529
23-05-2023,Airport,Departure,24718,5664,10260,40642
24-05-2023,Airport,Arrival,21616,6923,10174,38713
24-05-2023,Airport,Departure,29887,5194,8428,43509
25-05-2023,Airport,Arrival,22506,7684,11680,41870
25-05-2023,Airport,Departure,33349,5103,7412,45864
26-05-2023,Airport,Arrival,24324,7582,13112,45018
26-05-2023,Airport,Departure,30775,6043,8862,45680
27-05-2023,Airport,Arrival,28428,7254,10775,46457
27-05-2023,Airport,Departure,21175,5702,10122,36999
28-05-2023,Airport,Arrival,38521,5769,7901,52191
28-05-2023,Airport,Departure,21749,6877,13022,41648
29-05-2023,Airport,Arrival,31517,6933,8127,46577
29-05-2023,Airport,Departure,20949,5954,12035,38938
30-05-2023,Airport,Arrival,26716,6100,8652,41468
30-05-2023,Airport,Departure,20131,5730,10066,35927
31-05-2023,Airport,Arrival,25505,6068,9872,41445
31-05-2023,Airport,Departure,22826,5389,8800,37015
1/6/2023,Airport,Arrival,20546,7179,12366,40091
1/6/2023,Airport,Departure,24634,4705,7603,36942
2/6/2023,Airport,Arrival,20790,7106,13998,41894
2/6/2023,Airport,Departure,25777,5424,9255,40456
3/6/2023,Airport,Arrival,21994,6874,13837,42705
3/6/2023,Airport,Departure,23529,5541,9433,38503
4/6/2023,Airport,Arrival,27670,6524,11167,45361
4/6/2023,Airport,Departure,23879,6399,13374,43652
5/6/2023,Airport,Arrival,24346,7599,11046,42991
5/6/2023,Airport,Departure,22289,5146,13630,41065
6/6/2023,Airport,Arrival,22040,6600,9998,38638
6/6/2023,Airport,Departure,20839,5311,12450,38600
7/6/2023,Airport,Arrival,22181,7091,11169,40441
7/6/2023,Airport,Departure,24019,5207,9693,38919
8/6/2023,Airport,Arrival,20224,7703,12527,40454
8/6/2023,Airport,Departure,25665,5372,9277,40314
9/6/2023,Airport,Arrival,22644,7803,13943,44390
9/6/2023,Airport,Departure,28656,6098,10118,44872
10/6/2023,Airport,Arrival,23820,7774,12839,44433
10/6/2023,Airport,Departure,25582,6240,10075,41897
11/6/2023,Airport,Arrival,29850,7341,12122,49313
11/6/2023,Airport,Departure,24887,7718,13754,46359
12/6/2023,Airport,Arrival,25851,7833,11688,45372
12/6/2023,Airport,Departure,23858,6231,13239,43328
13-06-2023,Airport,Arrival,21896,6629,9941,38466
13-06-2023,Airport,Departure,22489,5807,11986,40282
14-06-2023,Airport,Arrival,25298,7680,11245,44223
14-06-2023,Airport,Departure,25344,5480,10755,41579
15-06-2023,Airport,Arrival,22195,8208,11798,42201
15-06-2023,Airport,Departure,26932,5879,9999,42810
16-06-2023,Airport,Arrival,24608,9457,12892,46957
16-06-2023,Airport,Departure,30940,6743,11165,48848
17-06-2023,Airport,Arrival,25502,9761,12059,47322
17-06-2023,Airport,Departure,28636,6931,10568,46135
18-06-2023,Airport,Arrival,30359,8100,10717,49176
18-06-2023,Airport,Departure,26651,8248,14259,49158
19-06-2023,Airport,Arrival,26655,8348,11303,46306
19-06-2023,Airport,Departure,25812,7566,12311,45689
20-06-2023,Airport,Arrival,23855,8073,11271,43199
20-06-2023,Airport,Departure,26739,6787,10960,44486
21-06-2023,Airport,Arrival,22675,9892,14279,46846
21-06-2023,Airport,Departure,35214,6129,8592,49935
22-06-2023,Airport,Arrival,23867,9776,15370,49013
22-06-2023,Airport,Departure,34628,5869,8749,49246
23-06-2023,Airport,Arrival,25065,8567,13386,47018
23-06-2023,Airport,Departure,28361,7173,10123,45657
24-06-2023,Airport,Arrival,27606,9188,11404,48198
24-06-2023,Airport,Departure,26411,8601,12818,47830
25-06-2023,Airport,Arrival,39182,7442,9427,56051
25-06-2023,Airport,Departure,26345,7490,17651,51486
26-06-2023,Airport,Arrival,32327,8718,11008,52053
26-06-2023,Airport,Departure,25836,6562,14260,46658
27-06-2023,Airport,Arrival,28042,8886,11190,48118
27-06-2023,Airport,Departure,26512,6352,11509,44373
28-06-2023,Airport,Arrival,26123,8692,12824,47639
28-06-2023,Airport,Departure,29414,6265,10172,45851
29-06-2023,Airport,Arrival,24811,9424,13501,47736
29-06-2023,Airport,Departure,30254,6436,10719,47409
30-06-2023,Airport,Arrival,27760,9113,11626,48499
30-06-2023,Airport,Departure,34517,6979,10231,51727
1/7/2023,Airport,Arrival,29135,8809,12864,50808
1/7/2023,Airport,Departure,33651,7453,11359,52463
2/7/2023,Airport,Arrival,33183,7609,10814,51606
2/7/2023,Airport,Departure,29331,8115,14435,51881
3/7/2023,Airport,Arrival,28230,8419,11053,47702
3/7/2023,Airport,Departure,28181,7455,11928,47564
4/7/2023,Airport,Arrival,26381,8203,10995,45579
4/7/2023,Airport,Departure,25746,7395,11472,44613
5/7/2023,Airport,Arrival,24535,8657,11581,44773
5/7/2023,Airport,Departure,28175,7675,10504,46354
6/7/2023,Airport,Arrival,24522,9347,12582,46451
6/7/2023,Airport,Departure,29703,7631,11112,48446
7/7/2023,Airport,Arrival,25806,8720,12305,46831
7/7/2023,Airport,Departure,30423,9063,10999,50485
8/7/2023,Airport,Arrival,27854,9083,11511,48448
8/7/2023,Airport,Departure,28920,9264,11348,49532
9/7/2023,Airport,Arrival,33380,8536,11044,52960
9/7/2023,Airport,Departure,27436,9977,13918,51331
10/7/2023,Airport,Arrival,28573,9022,11655,49250
10/7/2023,Airport,Departure,24758,9019,12184,45961
11/7/2023,Airport,Arrival,26522,8229,10344,45095
11/7/2023,Airport,Departure,24672,8807,11464,44943
12/7/2023,Airport,Arrival,25013,8736,11071,44820
12/7/2023,Airport,Departure,29315,8276,10703,48294
13-07-2023,Airport,Arrival,23530,9198,11504,44232
13-07-2023,Airport,Departure,32563,7735,10374,50672
14-07-2023,Airport,Arrival,24643,9066,12584,46293
14-07-2023,Airport,Departure,34893,8361,10589,53843
15-07-2023,Airport,Arrival,26122,9923,12772,48817
15-07-2023,Airport,Departure,35862,8380,10261,54503
16-07-2023,Airport,Arrival,32579,9280,10405,52264
16-07-2023,Airport,Departure,34280,9127,12684,56091
17-07-2023,Airport,Arrival,26834,8819,10865,46518
17-07-2023,Airport,Departure,28752,7727,11969,48448
18-07-2023,Airport,Arrival,28573,8774,10480,47827
18-07-2023,Airport,Departure,31324,8707,11337,51368
19-07-2023,Airport,Arrival,25777,8916,10499,45192
19-07-2023,Airport,Departure,33447,7497,10591,51535
20-07-2023,Airport,Arrival,26290,9971,10898,47159
20-07-2023,Airport,Departure,35090,7484,9224,51798
21-07-2023,Airport,Arrival,27289,9988,11401,48678
21-07-2023,Airport,Departure,37347,7923,10215,55485
22-07-2023,Airport,Arrival,30797,10386,10464,51647
22-07-2023,Airport,Departure,35806,8344,10150,54300
23-07-2023,Airport,Arrival,36167,9401,9435,55003
23-07-2023,Airport,Departure,34142,9455,12294,55891
24-07-2023,Airport,Arrival,33027,9695,10416,53138
24-07-2023,Airport,Departure,32111,8660,10691,51462
25-07-2023,Airport,Arrival,30609,9287,9728,49624
25-07-2023,Airport,Departure,30120,8796,10767,49683
26-07-2023,Airport,Arrival,29312,9293,10491,49096
26-07-2023,Airport,Departure,31562,8382,9538,49482
27-07-2023,Airport,Arrival,28153,9833,12120,50106
27-07-2023,Airport,Departure,31753,8257,9629,49639
28-07-2023,Airport,Arrival,31092,9267,13056,53415
28-07-2023,Airport,Departure,33697,8500,10523,52720
29-07-2023,Airport,Arrival,33259,9451,11623,54333
29-07-2023,Airport,Departure,32991,9384,11267,53642
30-07-2023,Airport,Arrival,38782,8816,9546,57144
30-07-2023,Airport,Departure,30611,9386,14231,54228
31-07-2023,Airport,Arrival,36712,8880,9336,54928
31-07-2023,Airport,Departure,29802,8729,12906,51437
1/8/2023,Airport,Arrival,30812,9363,9717,49892
1/8/2023,Airport,Departure,31117,8500,11304,50921
2/8/2023,Airport,Arrival,29923,10230,10866,51019
2/8/2023,Airport,Departure,31392,8275,10360,50027
3/8/2023,Airport,Arrival,28809,10845,11374,51028
3/8/2023,Airport,Departure,33470,9112,9425,52007
4/8/2023,Airport,Arrival,32578,10668,11934,55180
4/8/2023,Airport,Departure,35064,9204,10198,54466
5/8/2023,Airport,Arrival,34036,10593,11440,56069
5/8/2023,Airport,Departure,33318,9868,10901,54087
6/8/2023,Airport,Arrival,38747,9750,9670,58167
6/8/2023,Airport,Departure,30744,10743,12863,54350
7/8/2023,Airport,Arrival,35727,10492,9731,55950
7/8/2023,Airport,Departure,29719,9379,10943,50041
8/8/2023,Airport,Arrival,35289,9509,9675,54473
8/8/2023,Airport,Departure,28515,9586,10361,48462
9/8/2023,Airport,Arrival,33764,9825,11349,54938
9/8/2023,Airport,Departure,29091,9022,10091,48204
10/8/2023,Airport,Arrival,31809,11093,12789,55691
10/8/2023,Airport,Departure,31271,9647,9768,50686
11/8/2023,Airport,Arrival,33152,10503,13957,57612
11/8/2023,Airport,Departure,33209,9999,10314,53522
12/8/2023,Airport,Arrival,34920,10594,12990,58504
12/8/2023,Airport,Departure,31305,10339,11356,53000
13-08-2023,Airport,Arrival,41156,9604,9714,60474
13-08-2023,Airport,Departure,29389,10702,13740,53831
14-08-2023,Airport,Arrival,37153,10404,10705,58262
14-08-2023,Airport,Departure,26369,9600,14355,50324
15-08-2023,Airport,Arrival,32438,10015,9506,51959
15-08-2023,Airport,Departure,25862,9789,12579,48230
16-08-2023,Airport,Arrival,34337,11043,12109,57489
16-08-2023,Airport,Departure,30358,9528,11484,51370
17-08-2023,Airport,Arrival,29337,11794,12626,53757
17-08-2023,Airport,Departure,31089,9676,9710,50475
18-08-2023,Airport,Arrival,30820,10577,12511,53908
18-08-2023,Airport,Departure,33046,10190,9864,53100
19-08-2023,Airport,Arrival,33450,10866,11507,55823
19-08-2023,Airport,Departure,30005,10514,12007,52526
20-08-2023,Airport,Arrival,38282,10074,9790,58146
20-08-2023,Airport,Departure,31027,10887,13026,54940
21-08-2023,Airport,Arrival,34560,10869,10913,56342
21-08-2023,Airport,Departure,29598,8882,11879,50359
22-08-2023,Airport,Arrival,31478,10399,9763,51640
22-08-2023,Airport,Departure,28614,9218,10434,48266
23-08-2023,Airport,Arrival,30696,10355,10674,51725
23-08-2023,Airport,Departure,30237,8842,9319,48398
24-08-2023,Airport,Arrival,30161,11433,12802,54396
24-08-2023,Airport,Departure,31521,8863,9490,49874
25-08-2023,Airport,Arrival,30455,9972,13375,53802
25-08-2023,Airport,Departure,32667,9423,9963,52053
26-08-2023,Airport,Arrival,34538,9833,12254,56625
26-08-2023,Airport,Departure,30050,10056,10431,50537
27-08-2023,Airport,Arrival,39656,8331,9741,57728
27-08-2023,Airport,Departure,27120,10309,13422,50851
28-08-2023,Airport,Arrival,37403,8035,10346,55784
28-08-2023,Airport,Departure,23782,8776,13775,46333
29-08-2023,Airport,Arrival,35712,6805,8721,51238
29-08-2023,Airport,Departure,20919,9072,11287,41278
30-08-2023,Airport,Arrival,35539,6387,9328,51254
30-08-2023,Airport,Departure,21819,8119,9800,39738
31-08-2023,Airport,Arrival,34218,6968,11895,53081
31-08-2023,Airport,Departure,27985,9052,10421,47458
1/9/2023,Airport,Arrival,6434,1995,4885,13314
1/9/2023,Airport,Departure,12631,2236,3133,18000
2/9/2023,Airport,Arrival,20485,3888,9621,33994
2/9/2023,Airport,Departure,17227,4108,8726,30061
3/9/2023,Airport,Arrival,38551,7534,13640,59725
3/9/2023,Airport,Departure,29696,8181,13679,51556
4/9/2023,Airport,Arrival,25104,7747,13562,46413
4/9/2023,Airport,Departure,24421,6028,10505,40954
5/9/2023,Airport,Arrival,21009,6815,13623,41447
5/9/2023,Airport,Departure,23256,5736,9377,38369
6/9/2023,Airport,Arrival,19375,6115,11619,37109
6/9/2023,Airport,Departure,23934,6173,9454,39561
7/9/2023,Airport,Arrival,18505,7126,11938,37569
7/9/2023,Airport,Departure,26854,6151,10189,43194
8/9/2023,Airport,Arrival,20635,7171,12085,39891
8/9/2023,Airport,Departure,27792,7223,12607,47622
9/9/2023,Airport,Arrival,24767,6573,11913,43253
9/9/2023,Airport,Departure,24745,6404,14166,45315
10/9/2023,Airport,Arrival,30686,6525,11039,48250
10/9/2023,Airport,Departure,24273,8124,14915,47312
11/9/2023,Airport,Arrival,26799,7877,11036,45712
11/9/2023,Airport,Departure,21947,6198,11450,39595
12/9/2023,Airport,Arrival,23618,6425,9724,39767
12/9/2023,Airport,Departure,20815,6058,10092,36965
13-09-2023,Airport,Arrival,20446,6493,10696,37635
13-09-2023,Airport,Departure,23443,6017,9322,38782
14-09-2023,Airport,Arrival,20299,7057,12973,40329
14-09-2023,Airport,Departure,26944,6456,9851,43251
15-09-2023,Airport,Arrival,21772,7155,15124,44051
15-09-2023,Airport,Departure,29700,7420,10747,47867
16-09-2023,Airport,Arrival,23064,7078,16508,46650
16-09-2023,Airport,Departure,26775,6354,10908,44037
17-09-2023,Airport,Arrival,30245,7695,15366,53306
17-09-2023,Airport,Departure,23690,8470,14621,46781
18-09-2023,Airport,Arrival,27269,7913,14272,49454
18-09-2023,Airport,Departure,21918,6570,13179,41667
19-09-2023,Airport,Arrival,23477,6900,14344,44721
19-09-2023,Airport,Departure,21080,6456,11719,39255
20-09-2023,Airport,Arrival,21981,7262,13153,42396
20-09-2023,Airport,Departure,23701,6597,9960,40258
21-09-2023,Airport,Arrival,20120,7992,13948,42060
21-09-2023,Airport,Departure,27671,6946,11327,45944
22-09-2023,Airport,Arrival,22038,7345,13334,42717
22-09-2023,Airport,Departure,28072,8365,13291,49728
23-09-2023,Airport,Arrival,24195,8117,12530,44842
23-09-2023,Airport,Departure,24955,8882,16443,50280
24-09-2023,Airport,Arrival,31800,7542,10495,49837
24-09-2023,Airport,Departure,22343,9530,18615,50488
25-09-2023,Airport,Arrival,27288,7169,9588,44045
25-09-2023,Airport,Departure,19962,7844,15913,43719
26-09-2023,Airport,Arrival,24276,6603,8742,39621
26-09-2023,Airport,Departure,20244,11579,13541,45364
27-09-2023,Airport,Arrival,23082,7895,10780,41757
27-09-2023,Airport,Departure,23328,14471,11879,49678
28-09-2023,Airport,Arrival,22217,9367,14146,45730
28-09-2023,Airport,Departure,27189,18098,12176,57463
29-09-2023,Airport,Arrival,19472,10744,13086,43302
29-09-2023,Airport,Departure,34032,16384,9648,60064
30-09-2023,Airport,Arrival,19131,10952,11050,41133
30-09-2023,Airport,Departure,30486,14472,11537,56495
1/10/2023,Airport,Arrival,24302,9691,8106,42099
1/10/2023,Airport,Departure,19767,13546,15188,48501
2/10/2023,Airport,Arrival,41014,6836,7024,54874
2/10/2023,Airport,Departure,17657,12966,13221,43844
3/10/2023,Airport,Arrival,30253,10669,8509,49431
3/10/2023,Airport,Departure,17452,12166,11382,41000
4/10/2023,Airport,Arrival,23724,17404,11104,52232
4/10/2023,Airport,Departure,19253,11628,8668,39549
5/10/2023,Airport,Arrival,18140,24805,11780,54725
5/10/2023,Airport,Departure,21849,10906,7739,40494
6/10/2023,Airport,Arrival,15640,26785,14254,56679
6/10/2023,Airport,Departure,25111,9773,7973,42857
7/10/2023,Airport,Arrival,20087,17238,17340,54665
7/10/2023,Airport,Departure,22623,7292,8191,38106
8/10/2023,Airport,Arrival,24877,11925,14809,51611
8/10/2023,Airport,Departure,20355,5258,9891,35504
9/10/2023,Airport,Arrival,25629,11694,14644,51967
9/10/2023,Airport,Departure,21050,5549,14075,40674
10/10/2023,Airport,Arrival,22259,8040,14020,44319
10/10/2023,Airport,Departure,21069,4842,14863,40774
11/10/2023,Airport,Arrival,20500,7046,15813,43359
11/10/2023,Airport,Departure,24260,4383,10486,39129
12/10/2023,Airport,Arrival,19525,7395,18705,45625
12/10/2023,Airport,Departure,27723,4985,10554,43262
13-10-2023,Airport,Arrival,21013,6743,18944,46700
13-10-2023,Airport,Departure,31471,5052,11168,47691
14-10-2023,Airport,Arrival,23657,6629,17547,47833
14-10-2023,Airport,Departure,29791,5824,13902,49517
15-10-2023,Airport,Arrival,31351,6516,15586,53453
15-10-2023,Airport,Departure,26771,7004,17844,51619
16-10-2023,Airport,Arrival,27221,6600,14823,48644
16-10-2023,Airport,Departure,26057,5374,14935,46366
17-10-2023,Airport,Arrival,24767,5746,12906,43419
17-10-2023,Airport,Departure,23512,5010,13548,42070
18-10-2023,Airport,Arrival,23731,6517,14328,44576
18-10-2023,Airport,Departure,29422,4962,13611,47995
19-10-2023,Airport,Arrival,24194,7090,17346,48630
19-10-2023,Airport,Departure,35982,5093,14025,55100
20-10-2023,Airport,Arrival,26976,7098,18230,52304
20-10-2023,Airport,Departure,43454,4964,12620,61038
21-10-2023,Airport,Arrival,26306,6721,17891,50918
21-10-2023,Airport,Departure,41321,4901,13504,59726
22-10-2023,Airport,Arrival,32986,5575,14273,52834
22-10-2023,Airport,Departure,33443,6599,17043,57085
23-10-2023,Airport,Arrival,44012,5883,11442,61337
23-10-2023,Airport,Departure,27735,5656,17347,50738
24-10-2023,Airport,Arrival,37894,5664,12568,56126
24-10-2023,Airport,Departure,24572,5211,15264,45047
25-10-2023,Airport,Arrival,31366,6966,15500,53832
25-10-2023,Airport,Departure,24553,4988,12873,42414
26-10-2023,Airport,Arrival,27844,7690,18806,54340
26-10-2023,Airport,Departure,26774,6805,13563,47142
27-10-2023,Airport,Arrival,30029,6742,19482,56253
27-10-2023,Airport,Departure,28744,6101,14880,49725
28-10-2023,Airport,Arrival,34374,5938,16184,56496
28-10-2023,Airport,Departure,25240,5916,16099,47255
29-10-2023,Airport,Arrival,42145,6017,14850,63012
29-10-2023,Airport,Departure,23434,7239,20158,50831
30-10-2023,Airport,Arrival,33445,6698,15793,55936
30-10-2023,Airport,Departure,20704,6513,17500,44717
31-10-2023,Airport,Arrival,28347,5553,14692,48592
31-10-2023,Airport,Departure,19750,5628,15994,41372
1/11/2023,Airport,Arrival,23106,5839,17420,46365
1/11/2023,Airport,Departure,25371,4879,14241,44491
2/11/2023,Airport,Arrival,21600,6801,19381,47782
2/11/2023,Airport,Departure,27374,5027,15547,47948
3/11/2023,Airport,Arrival,22466,6921,18777,48164
3/11/2023,Airport,Departure,30458,5893,16105,52456
4/11/2023,Airport,Arrival,24508,5958,15954,46420
4/11/2023,Airport,Departure,27197,5776,18331,51304
5/11/2023,Airport,Arrival,32815,6009,14095,52919
5/11/2023,Airport,Departure,24816,7334,22667,54817
6/11/2023,Airport,Arrival,28983,6692,14944,50619
6/11/2023,Airport,Departure,23974,5890,18384,48248
7/11/2023,Airport,Arrival,24776,6080,14140,44996
7/11/2023,Airport,Departure,21555,5097,15157,41809
8/11/2023,Airport,Arrival,24037,6844,15675,46556
8/11/2023,Airport,Departure,25594,5180,13614,44388
9/11/2023,Airport,Arrival,21831,6779,17934,46544
9/11/2023,Airport,Departure,29534,4936,13345,47815
10/11/2023,Airport,Arrival,25355,7481,19469,52305
10/11/2023,Airport,Departure,32925,6167,14719,53811
11/11/2023,Airport,Arrival,25947,6642,18569,51158
11/11/2023,Airport,Departure,29323,6445,16021,51789
12/11/2023,Airport,Arrival,35824,7066,16238,59128
12/11/2023,Airport,Departure,27661,7634,20297,55592
13-11-2023,Airport,Arrival,29286,7737,18942,55965
13-11-2023,Airport,Departure,24590,5925,17591,48106
14-11-2023,Airport,Arrival,26317,6992,18959,52268
14-11-2023,Airport,Departure,22283,5105,15605,42993
15-11-2023,Airport,Arrival,24699,6562,17420,48681
15-11-2023,Airport,Departure,27163,5471,14468,47102
16-11-2023,Airport,Arrival,23658,7020,18940,49618
16-11-2023,Airport,Departure,29752,6421,15960,52133
17-11-2023,Airport,Arrival,27108,8040,19920,55068
17-11-2023,Airport,Departure,32684,7008,18924,58616
18-11-2023,Airport,Arrival,28825,7504,18461,54790
18-11-2023,Airport,Departure,29182,6095,20930,56207
19-11-2023,Airport,Arrival,36098,7661,15264,59023
19-11-2023,Airport,Departure,27629,7773,22397,57799
20-11-2023,Airport,Arrival,31921,7878,15598,55397
20-11-2023,Airport,Departure,25242,6062,18836,50140
21-11-2023,Airport,Arrival,27266,6607,14224,48097
21-11-2023,Airport,Departure,22445,5864,16508,44817
22-11-2023,Airport,Arrival,24692,7116,17692,49500
22-11-2023,Airport,Departure,26840,5876,14787,47503
23-11-2023,Airport,Arrival,22663,8120,22123,52906
23-11-2023,Airport,Departure,30243,7017,14453,51713
24-11-2023,Airport,Arrival,26174,8851,20132,55157
24-11-2023,Airport,Departure,32858,6261,15203,54322
25-11-2023,Airport,Arrival,28072,7133,19258,54463
25-11-2023,Airport,Departure,28285,6725,18332,53342
26-11-2023,Airport,Arrival,36579,7030,16198,59807
26-11-2023,Airport,Departure,24345,8586,24336,57267
27-11-2023,Airport,Arrival,31648,6978,15558,54184
27-11-2023,Airport,Departure,24492,6497,20235,51224
28-11-2023,Airport,Arrival,28415,6618,14297,49330
28-11-2023,Airport,Departure,22048,5692,17225,44965
29-11-2023,Airport,Arrival,25547,7285,16034,48866
29-11-2023,Airport,Departure,24251,5328,15607,45186
30-11-2023,Airport,Arrival,26534,8596,18331,53461
30-11-2023,Airport,Departure,28179,6086,16119,50384
1/12/2023,Airport,Arrival,26341,9150,19585,55076
1/12/2023,Airport,Departure,32765,6793,14458,54016
2/12/2023,Airport,Arrival,25662,7615,19047,52324
2/12/2023,Airport,Departure,28666,6647,16256,51569
3/12/2023,Airport,Arrival,32852,7089,16202,56143
3/12/2023,Airport,Departure,25897,8918,21124,55939
4/12/2023,Airport,Arrival,28788,7099,16063,51950
4/12/2023,Airport,Departure,25080,6762,17674,49516
5/12/2023,Airport,Arrival,26099,6301,15548,47948
5/12/2023,Airport,Departure,22063,6068,18099,46230
6/12/2023,Airport,Arrival,24137,7487,16217,47841
6/12/2023,Airport,Departure,24732,6029,15296,46057
7/12/2023,Airport,Arrival,24307,8038,19887,52232
7/12/2023,Airport,Departure,30018,6265,15403,51686
8/12/2023,Airport,Arrival,25974,8177,21979,56130
8/12/2023,Airport,Departure,34911,6688,15539,57138
9/12/2023,Airport,Arrival,26540,7858,20223,54621
9/12/2023,Airport,Departure,31438,6509,18217,56164
10/12/2023,Airport,Arrival,34183,9091,16180,59454
10/12/2023,Airport,Departure,26011,8147,23105,57263
11/12/2023,Airport,Arrival,34339,8245,14828,57412
11/12/2023,Airport,Departure,24695,6283,20773,51751
12/12/2023,Airport,Arrival,27256,7023,13653,47932
12/12/2023,Airport,Departure,24380,5793,17893,48066
13-12-2023,Airport,Arrival,25998,8516,15125,49639
13-12-2023,Airport,Departure,28228,5880,15201,49309
14-12-2023,Airport,Arrival,24045,9593,17832,51470
14-12-2023,Airport,Departure,33850,6646,14658,55154
15-12-2023,Airport,Arrival,26515,10080,19679,56274
15-12-2023,Airport,Departure,42655,7203,14204,64062
16-12-2023,Airport,Arrival,28719,9466,20593,58778
16-12-2023,Airport,Departure,41573,6747,15017,63337
17-12-2023,Airport,Arrival,34137,8924,17271,60332
17-12-2023,Airport,Departure,35055,9002,19672,63729
18-12-2023,Airport,Arrival,30491,8959,16624,56074
18-12-2023,Airport,Departure,32240,7299,18390,57929
19-12-2023,Airport,Arrival,27604,7482,14126,49212
19-12-2023,Airport,Departure,34354,6612,18754,59720
20-12-2023,Airport,Arrival,27385,7843,16123,51351
20-12-2023,Airport,Departure,43280,6032,17197,66509
21-12-2023,Airport,Arrival,27359,8892,19119,55370
21-12-2023,Airport,Departure,53031,5639,13931,72601
22-12-2023,Airport,Arrival,26002,10671,23867,60540
22-12-2023,Airport,Departure,62496,4497,11459,78452
23-12-2023,Airport,Arrival,26323,10697,27555,64575
23-12-2023,Airport,Departure,60449,4123,11604,76176
24-12-2023,Airport,Arrival,25635,7331,22560,55526
24-12-2023,Airport,Departure,44507,6719,14920,66146
25-12-2023,Airport,Arrival,30783,6998,20491,58272
25-12-2023,Airport,Departure,33244,6654,17880,57778
26-12-2023,Airport,Arrival,47795,5423,18787,72005
26-12-2023,Airport,Departure,36226,7091,20035,63352
27-12-2023,Airport,Arrival,44231,6525,20488,71244
27-12-2023,Airport,Departure,32681,6023,19592,58296
28-12-2023,Airport,Arrival,38178,7272,22689,68139
28-12-2023,Airport,Departure,30539,6340,18839,55718
29-12-2023,Airport,Arrival,35657,9403,25708,70768
29-12-2023,Airport,Departure,30471,8070,19384,57925
30-12-2023,Airport,Arrival,40884,8817,24382,74083
30-12-2023,Airport,Departure,27553,7546,21857,56956
31-12-2023,Airport,Arrival,50226,4912,14493,69631
31-12-2023,Airport,Departure,20485,5862,19225,45572
